month,business_unit,line_item,actual,budget,variance_eur,variance_pct,direction,suspected_data_error,materiality,evidence_notes,analyst_comment
2025-12,Corporate Events,Opex - IT,2553.23,2595.83,-42.6,-0.016411,F,False,,,
2026-01,Corporate Events,Opex - IT,2339.66,2600.0,-260.34,-0.100131,F,False,,,
2026-02,Corporate Events,Opex - IT,2122.9,2604.17,-481.27,-0.184807,F,False,,,
2026-03,Corporate Events,Opex - IT,2656.16,2608.33,47.83,0.018337,U,False,,,
2026-04,Corporate Events,Opex - IT,2721.42,2612.5,108.92,0.041692,U,False,,,
2026-05,Corporate Events,Opex - IT,2128.16,2616.67,-488.51,-0.186691,F,False,,,
2026-06,Corporate Events,Opex - IT,2606.34,2620.83,-14.49,-0.005529,F,False,,,
2024-01,Corporate Events,Opex - Marketing,39608.18,40950.0,-1341.82,-0.032767,F,False,,,
2024-02,Corporate Events,Opex - Marketing,43325.76,42300.0,1025.76,0.02425,U,False,,,
2024-03,Corporate Events,Opex - Marketing,39925.59,43650.0,-3724.41,-0.085324,F,False,,,
2024-04,Corporate Events,Opex - Marketing,43948.88,47025.0,-3076.12,-0.065415,F,False,,,
2024-05,Corporate Events,Opex - Marketing,39871.99,48375.0,-8503.01,-0.175773,F,False,,,
2024-06,Corporate Events,Opex - Marketing,42111.63,47700.0,-5588.37,-0.117157,F,False,,,
2024-07,Corporate Events,Opex - Marketing,44843.41,42975.0,1868.41,0.043477,U,False,,,
2024-08,Corporate Events,Opex - Marketing,37400.9,39600.0,-2199.1,-0.055533,F,False,,,
2024-09,Corporate Events,Opex - Marketing,41126.69,44325.0,-3198.31,-0.072156,F,False,,,
2024-10,Corporate Events,Opex - Marketing,42393.8,47700.0,-5306.2,-0.111241,F,False,,,
2024-11,Corporate Events,Opex - Marketing,43603.34,49050.0,-5446.66,-0.111043,F,False,,,
2024-12,Corporate Events,Opex - Marketing,47057.13,46350.0,707.13,0.015256,U,False,,,
2025-01,Corporate Events,Opex - Marketing,33756.22,40950.0,-7193.78,-0.175672,F,False,,,
2025-02,Corporate Events,Opex - Marketing,37846.24,42300.0,-4453.76,-0.10529,F,False,,,
2025-03,Corporate Events,Opex - Marketing,51262.27,43650.0,7612.27,0.174393,U,False,,,
2025-04,Corporate Events,Opex - Marketing,41484.03,47025.0,-5540.97,-0.11783,F,False,episode,"N12, N16",
2025-05,Corporate Events,Opex - Marketing,40770.26,48375.0,-7604.74,-0.157204,F,False,episode,"N12, N16",
2025-06,Corporate Events,Opex - Marketing,42864.57,47700.0,-4835.43,-0.101372,F,False,episode,"N12, N16",
2025-07,Corporate Events,Opex - Marketing,25839.98,42975.0,-17135.02,-0.398721,F,False,episode,"N12, N16",
2025-08,Corporate Events,Opex - Marketing,32713.19,39600.0,-6886.81,-0.173909,F,False,episode,"N12, N16",
2025-09,Corporate Events,Opex - Marketing,38267.58,44325.0,-6057.42,-0.136659,F,False,episode,"N12, N16",
2025-10,Corporate Events,Opex - Marketing,38632.46,47700.0,-9067.54,-0.190095,F,False,episode,"N12, N16",
2025-11,Corporate Events,Opex - Marketing,39033.0,49050.0,-10017.0,-0.20422,F,False,episode,"N12, N16",
2025-12,Corporate Events,Opex - Marketing,44568.16,46350.0,-1781.84,-0.038443,F,False,episode,"N12, N16",
2026-01,Corporate Events,Opex - Marketing,34388.75,40950.0,-6561.25,-0.160226,F,False,episode,"N12, N16",
2026-02,Corporate Events,Opex - Marketing,36324.0,42300.0,-5976.0,-0.141277,F,False,episode,"N12, N16",
2026-03,Corporate Events,Opex - Marketing,46967.98,43650.0,3317.98,0.076013,U,False,,,
2026-04,Corporate Events,Opex - Marketing,45173.43,47025.0,-1851.57,-0.039374,F,False,,,
2026-05,Corporate Events,Opex - Marketing,41204.93,48375.0,-7170.07,-0.148219,F,False,,,
2026-06,Corporate Events,Opex - Marketing,54033.06,47700.0,6333.06,0.132769,U,False,,,
2024-01,Corporate Events,Opex - Travel,5195.64,5460.0,-264.36,-0.048418,F,False,,,
2024-02,Corporate Events,Opex - Travel,5513.74,5640.0,-126.26,-0.022387,F,False,,,
2024-03,Corporate Events,Opex - Travel,6912.32,5820.0,1092.32,0.187684,U,False,,,
2024-04,Corporate Events,Opex - Travel,5812.86,6270.0,-457.14,-0.072909,F,False,,,
2024-05,Corporate Events,Opex - Travel,6389.2,6450.0,-60.8,-0.009426,F,False,,,
2024-06,Corporate Events,Opex - Travel,8207.62,6360.0,1847.62,0.290506,U,False,,,
2024-07,Corporate Events,Opex - Travel,6175.41,5730.0,445.41,0.077733,U,False,,,
2024-08,Corporate Events,Opex - Travel,5402.59,5280.0,122.59,0.023218,U,False,,,
2024-09,Corporate Events,Opex - Travel,5910.05,5910.0,0.05,8e-06,U,False,,,
2024-10,Corporate Events,Opex - Travel,5874.7,6360.0,-485.3,-0.076305,F,False,,,
2024-11,Corporate Events,Opex - Travel,6837.19,6540.0,297.19,0.045442,U,False,,,
2024-12,Corporate Events,Opex - Travel,6024.28,6180.0,-155.72,-0.025197,F,False,,,
2025-01,Corporate Events,Opex - Travel,5814.85,5460.0,354.85,0.064991,U,False,,,
2025-02,Corporate Events,Opex - Travel,5605.41,5640.0,-34.59,-0.006133,F,False,,,
2025-03,Corporate Events,Opex - Travel,6075.55,5820.0,255.55,0.043909,U,False,,,
2025-04,Corporate Events,Opex - Travel,6890.47,6270.0,620.47,0.098959,U,False,,,
2025-05,Corporate Events,Opex - Travel,6921.35,6450.0,471.35,0.073078,U,False,,,
2025-06,Corporate Events,Opex - Travel,5915.48,6360.0,-444.52,-0.069893,F,False,,,
2025-07,Corporate Events,Opex - Travel,6078.82,5730.0,348.82,0.060876,U,False,,,
2025-08,Corporate Events,Opex - Travel,4967.9,5280.0,-312.1,-0.05911,F,False,,,
2025-09,Corporate Events,Opex - Travel,6390.93,5910.0,480.93,0.081376,U,False,,,
2025-10,Corporate Events,Opex - Travel,6263.0,6360.0,-97.0,-0.015252,F,False,,,
2025-11,Corporate Events,Opex - Travel,6002.25,6540.0,-537.75,-0.082225,F,False,,,
2025-12,Corporate Events,Opex - Travel,6522.44,6180.0,342.44,0.055411,U,False,,,
2026-01,Corporate Events,Opex - Travel,6175.01,5460.0,715.01,0.130954,U,False,,,
2026-02,Corporate Events,Opex - Travel,5795.82,5640.0,155.82,0.027628,U,False,,,
2026-03,Corporate Events,Opex - Travel,5900.46,5820.0,80.46,0.013825,U,False,,,
2026-04,Corporate Events,Opex - Travel,6784.47,6270.0,514.47,0.082053,U,False,,,
2026-05,Corporate Events,Opex - Travel,5613.78,6450.0,-836.22,-0.129647,F,False,,,
2026-06,Corporate Events,Opex - Travel,7052.74,6360.0,692.74,0.108921,U,False,,,
2024-01,Corporate Events,Payroll,103396.64,103333.33,63.31,0.000613,U,False,,,
2024-02,Corporate Events,Payroll,102146.35,103588.18,-1441.83,-0.013919,F,False,,,
2024-03,Corporate Events,Payroll,109072.13,103843.66,5228.47,0.050349,U,False,,,
2024-04,Corporate Events,Payroll,106610.35,104099.76,2510.59,0.024117,U,False,,,
2024-05,Corporate Events,Payroll,102526.38,104356.5,-1830.12,-0.017537,F,False,,,
2024-06,Corporate Events,Payroll,108457.21,104613.87,3843.34,0.036738,U,False,,,
2024-07,Corporate Events,Payroll,104357.42,104871.88,-514.46,-0.004906,F,False,,,
2024-08,Corporate Events,Payroll,104570.41,105130.52,-560.11,-0.005328,F,False,,,
2024-09,Corporate Events,Payroll,105501.84,105389.8,112.04,0.001063,U,False,,,
2024-10,Corporate Events,Payroll,106465.01,105649.72,815.29,0.007717,U,False,,,
2024-11,Corporate Events,Payroll,107874.79,105910.28,1964.51,0.018549,U,False,,,
2024-12,Corporate Events,Payroll,105951.74,106171.49,-219.75,-0.00207,F,False,,,
2025-01,Corporate Events,Payroll,107063.41,106433.33,630.08,0.00592,U,False,,,
2025-02,Corporate Events,Payroll,105994.78,106695.83,-701.05,-0.006571,F,False,,,
2025-03,Corporate Events,Payroll,109477.66,106958.97,2518.69,0.023548,U,False,,,
2025-04,Corporate Events,Payroll,105727.16,107222.76,-1495.6,-0.013949,F,False,,,
2025-05,Corporate Events,Payroll,111401.12,107487.2,3913.92,0.036413,U,False,,,
2025-06,Corporate Events,Payroll,109126.2,107752.29,1373.91,0.012751,U,False,,,
2025-07,Corporate Events,Payroll,110513.93,108018.04,2495.89,0.023106,U,False,,,
2025-08,Corporate Events,Payroll,103816.11,108284.44,-4468.33,-0.041265,F,False,,,
2025-09,Corporate Events,Payroll,107311.96,108551.5,-1239.54,-0.011419,F,False,,,
2025-10,Corporate Events,Payroll,108498.13,108819.21,-321.08,-0.002951,F,False,,,
2025-11,Corporate Events,Payroll,107465.27,109087.59,-1622.32,-0.014872,F,False,,,
2025-12,Corporate Events,Payroll,111197.8,109356.63,1841.17,0.016836,U,False,,,
2026-01,Corporate Events,Payroll,109862.86,109626.33,236.53,0.002158,U,False,,,
2026-02,Corporate Events,Payroll,111048.83,109896.7,1152.13,0.010484,U,False,,,
2026-03,Corporate Events,Payroll,111714.39,110167.74,1546.65,0.014039,U,False,,,
2026-04,Corporate Events,Payroll,110874.08,110439.44,434.64,0.003936,U,False,,,
2026-05,Corporate Events,Payroll,106298.71,110711.81,-4413.1,-0.039861,F,False,,,
2026-06,Corporate Events,Payroll,111423.89,110984.86,439.03,0.003956,U,False,,,
2024-01,Corporate Events,Revenue,1220094.31,1166666.67,53427.64,0.045795,F,False,,,
2024-02,Corporate Events,Revenue,1427150.08,1337698.32,89451.76,0.06687,F,False,,,
2024-03,Corporate Events,Revenue,1516668.54,1509837.3,6831.24,0.004524,F,False,,,
2024-04,Corporate Events,Revenue,1878385.14,1935552.36,-57167.22,-0.029535,U,False,,,
2024-05,Corporate Events,Revenue,1998624.26,2110748.76,-112124.5,-0.053121,U,False,,,
2024-06,Corporate Events,Revenue,1902089.0,2032952.45,-130863.45,-0.064371,U,False,,,
2024-07,Corporate Events,Revenue,1569596.59,1444722.2,124874.39,0.086435,F,False,,,
2024-08,Corporate Events,Revenue,952806.76,1023142.48,-70335.72,-0.068745,U,False,,,
2024-09,Corporate Events,Revenue,1637909.77,1625278.96,12630.81,0.007771,F,False,,,
2024-10,Corporate Events,Revenue,2275270.34,2059704.89,215565.45,0.104658,F,False,single,,"A brand activation sold for early 2025 was pulled into October at the client's request. The matching cost variance appears on the COGS line the same month. (FP&A Analyst, 2024-11-08)"
2024-11,Corporate Events,Revenue,2292395.51,2238651.81,53743.7,0.024007,F,False,,,
2024-12,Corporate Events,Revenue,1905430.62,1900445.1,4985.52,0.002623,F,False,,,
2025-01,Corporate Events,Revenue,1198964.42,1213333.33,-14368.91,-0.011843,U,False,,,
2025-02,Corporate Events,Revenue,1284510.37,1391206.25,-106695.88,-0.076693,U,False,,,
2025-03,Corporate Events,Revenue,1615975.95,1570230.79,45745.16,0.029133,F,False,,,
2025-04,Corporate Events,Revenue,1983124.97,2012974.46,-29849.49,-0.014829,U,False,,,
2025-05,Corporate Events,Revenue,2323733.54,2195178.71,128554.83,0.058562,F,False,,,
2025-06,Corporate Events,Revenue,2059481.36,2114270.55,-54789.19,-0.025914,U,False,,,
2025-07,Corporate Events,Revenue,1452091.3,1502511.08,-50419.78,-0.033557,U,False,,,
2025-08,Corporate Events,Revenue,1086088.55,1064068.17,22020.38,0.020695,F,False,,,
2025-09,Corporate Events,Revenue,1721421.6,1690290.12,31131.48,0.018418,F,False,,,
2025-10,Corporate Events,Revenue,2171048.11,2142093.09,28955.02,0.013517,F,False,,,
2025-11,Corporate Events,Revenue,2313645.6,2328197.89,-14552.29,-0.00625,U,False,,,
2025-12,Corporate Events,Revenue,2107794.97,1976462.91,131332.06,0.066448,F,False,,,
2026-01,Corporate Events,Revenue,1363084.42,1261866.67,101217.75,0.080213,F,False,,,
2026-02,Corporate Events,Revenue,1389404.52,1446854.5,-57449.98,-0.039707,U,False,,,
2026-03,Corporate Events,Revenue,1594518.56,1633040.02,-38521.46,-0.023589,U,False,,,
2026-04,Corporate Events,Revenue,2019731.99,2093493.44,-73761.45,-0.035234,U,False,,,
2026-05,Corporate Events,Revenue,2269568.5,2282985.86,-13417.36,-0.005877,U,False,,,
2026-06,Corporate Events,Revenue,2281235.68,2198841.37,82394.31,0.037472,F,False,,,
2024-01,Digital/Influence,COGS,424793.3,437500.0,-12706.7,-0.029044,F,False,,,
2024-02,Digital/Influence,COGS,514676.62,501636.87,13039.75,0.025994,U,False,,,
2024-03,Digital/Influence,COGS,578130.81,566188.99,11941.82,0.021092,U,False,,,
2024-04,Digital/Influence,COGS,748440.26,725832.14,22608.12,0.031148,U,False,,,
2024-05,Digital/Influence,COGS,848457.14,791530.78,56926.36,0.071919,U,False,,,
2024-06,Digital/Influence,COGS,801545.33,762357.17,39188.16,0.051404,U,False,,,
2024-07,Digital/Influence,COGS,457358.91,541770.82,-84411.91,-0.155807,F,False,single,,"Contractor spend deferred during the summer staffing gap on the delivery bench; caught up from September. (FP&A Analyst, 2024-08-09)"
2024-08,Digital/Influence,COGS,370301.38,383678.43,-13377.05,-0.034865,F,False,,,
2024-09,Digital/Influence,COGS,612579.02,609479.61,3099.41,0.005085,U,False,,,
2024-10,Digital/Influence,COGS,793013.34,772389.33,20624.01,0.026702,U,False,,,
2024-11,Digital/Influence,COGS,898024.98,839494.43,58530.55,0.069721,U,False,,,
2024-12,Digital/Influence,COGS,644908.98,712667.0,-67758.02,-0.095077,F,False,episode,,"External development spend paused over the year-end delivery freeze and resumed in February. This recurs every holiday season; budget phasing to be corrected in the next cycle. (FP&A Analyst, 2025-02-10)"
2025-01,Digital/Influence,COGS,379131.55,455000.0,-75868.45,-0.166744,F,False,episode,,"External development spend paused over the year-end delivery freeze and resumed in February. This recurs every holiday season; budget phasing to be corrected in the next cycle. (FP&A Analyst, 2025-02-10)"
2025-02,Digital/Influence,COGS,515991.67,521702.34,-5710.67,-0.010946,F,False,,,
2025-03,Digital/Influence,COGS,655359.3,588836.55,66522.75,0.112973,U,False,single,,
2025-04,Digital/Influence,COGS,781125.09,754865.42,26259.67,0.034787,U,False,,,
2025-05,Digital/Influence,COGS,819289.55,823192.02,-3902.47,-0.004741,F,False,,,
2025-06,Digital/Influence,COGS,710288.68,792851.45,-82562.77,-0.104134,F,False,single,,"June delivery mix skewed toward license resale rather than custom build, which carries lower external cost. (FP&A Analyst, 2025-07-10)"
2025-07,Digital/Influence,COGS,546210.33,563441.66,-17231.33,-0.030582,F,False,,,
2025-08,Digital/Influence,COGS,438096.32,399025.57,39070.75,0.097915,U,False,,,
2025-09,Digital/Influence,COGS,640064.61,633858.8,6205.81,0.009791,U,False,,,
2025-10,Digital/Influence,COGS,794107.5,803284.91,-9177.41,-0.011425,F,False,,,
2025-11,Digital/Influence,COGS,830072.59,873074.21,-43001.62,-0.049253,F,False,,,
2025-12,Digital/Influence,COGS,690114.8,741173.59,-51058.79,-0.068889,F,False,,,
2026-01,Digital/Influence,COGS,509624.92,473200.0,36424.92,0.076976,U,False,,,
2026-02,Digital/Influence,COGS,520019.68,542570.44,-22550.76,-0.041563,F,False,,,
2026-03,Digital/Influence,COGS,635060.2,612390.01,22670.19,0.037019,U,False,,,
2026-04,Digital/Influence,COGS,772825.99,785060.04,-12234.05,-0.015584,F,False,,,
2026-05,Digital/Influence,COGS,895245.88,856119.7,39126.18,0.045702,U,False,,,
2026-06,Digital/Influence,COGS,814075.61,824565.51,-10489.9,-0.012722,F,False,,,
2024-01,Digital/Influence,Opex - Facilities,6144.65,6000.0,144.65,0.024108,U,False,,,
2024-02,Digital/Influence,Opex - Facilities,5677.52,6007.5,-329.98,-0.054928,F,False,,,
2024-03,Digital/Influence,Opex - Facilities,5980.85,6015.0,-34.15,-0.005677,F,False,,,
2024-04,Digital/Influence,Opex - Facilities,5962.61,6022.5,-59.89,-0.009944,F,False,,,
2024-05,Digital/Influence,Opex - Facilities,6042.55,6030.0,12.55,0.002081,U,False,,,
2024-06,Digital/Influence,Opex - Facilities,5886.56,6037.5,-150.94,-0.025,F,False,,,
2024-07,Digital/Influence,Opex - Facilities,6245.57,6045.0,200.57,0.033179,U,False,,,
2024-08,Digital/Influence,Opex - Facilities,5990.9,6052.5,-61.6,-0.010178,F,False,,,
2024-09,Digital/Influence,Opex - Facilities,6076.64,6060.0,16.64,0.002746,U,False,,,
2024-10,Digital/Influence,Opex - Facilities,6188.65,6067.5,121.15,0.019967,U,False,,,
2024-11,Digital/Influence,Opex - Facilities,5741.23,6075.0,-333.77,-0.054942,F,False,,,
2024-12,Digital/Influence,Opex - Facilities,5808.33,6082.5,-274.17,-0.045075,F,False,,,
2025-01,Digital/Influence,Opex - Facilities,5804.81,6090.0,-285.19,-0.046829,F,False,,,
2025-02,Digital/Influence,Opex - Facilities,5971.58,6097.5,-125.92,-0.020651,F,False,,,
2025-03,Digital/Influence,Opex - Facilities,6362.11,6105.0,257.11,0.042115,U,False,,,
2025-04,Digital/Influence,Opex - Facilities,5939.92,6112.5,-172.58,-0.028234,F,False,,,
2025-05,Digital/Influence,Opex - Facilities,5680.41,6120.0,-439.59,-0.071828,F,False,,,
2025-06,Digital/Influence,Opex - Facilities,6098.24,6127.5,-29.26,-0.004775,F,False,,,
2025-07,Digital/Influence,Opex - Facilities,6189.56,6135.0,54.56,0.008893,U,False,,,
2025-08,Digital/Influence,Opex - Facilities,5978.72,6142.5,-163.78,-0.026663,F,False,,,
2025-09,Digital/Influence,Opex - Facilities,6120.54,6150.0,-29.46,-0.00479,F,False,,,
2025-10,Digital/Influence,Opex - Facilities,5991.3,6157.5,-166.2,-0.026991,F,False,,,
2025-11,Digital/Influence,Opex - Facilities,5719.28,6165.0,-445.72,-0.072298,F,False,,,
2025-12,Digital/Influence,Opex - Facilities,6017.42,6172.5,-155.08,-0.025124,F,False,,,
2026-01,Digital/Influence,Opex - Facilities,5942.49,6180.0,-237.51,-0.038432,F,False,,,
2026-02,Digital/Influence,Opex - Facilities,6080.29,6187.5,-107.21,-0.017327,F,False,,,
2026-03,Digital/Influence,Opex - Facilities,5881.73,6195.0,-313.27,-0.050568,F,False,,,
2026-04,Digital/Influence,Opex - Facilities,5963.83,6202.5,-238.67,-0.03848,F,False,,,
2026-05,Digital/Influence,Opex - Facilities,6260.1,6210.0,50.1,0.008068,U,False,,,
2026-06,Digital/Influence,Opex - Facilities,5767.46,6217.5,-450.04,-0.072383,F,False,,,
2024-01,Digital/Influence,Opex - IT,11656.3,12000.0,-343.7,-0.028642,F,False,,,
2024-02,Digital/Influence,Opex - IT,11893.95,12020.0,-126.05,-0.010487,F,False,,,
2024-03,Digital/Influence,Opex - IT,12452.14,12040.0,412.14,0.034231,U,False,,,
2024-04,Digital/Influence,Opex - IT,13089.66,12060.0,1029.66,0.085378,U,False,,,
2024-05,Digital/Influence,Opex - IT,14087.19,12080.0,2007.19,0.166158,U,False,,,
2024-06,Digital/Influence,Opex - IT,12403.86,12100.0,303.86,0.025112,U,False,,,
2024-07,Digital/Influence,Opex - IT,13998.34,12120.0,1878.34,0.154979,U,False,,,
2024-08,Digital/Influence,Opex - IT,12741.34,12140.0,601.34,0.049534,U,False,,,
2024-09,Digital/Influence,Opex - IT,13554.23,12160.0,1394.23,0.114657,U,False,,,
2024-10,Digital/Influence,Opex - IT,11350.26,12180.0,-829.74,-0.068123,F,False,,,
2024-11,Digital/Influence,Opex - IT,13113.09,12200.0,913.09,0.074843,U,False,,,
2024-12,Digital/Influence,Opex - IT,11516.64,12220.0,-703.36,-0.057558,F,False,,,
2025-01,Digital/Influence,Opex - IT,12695.41,12240.0,455.41,0.037207,U,False,,,
2025-02,Digital/Influence,Opex - IT,12915.49,12260.0,655.49,0.053466,U,False,,,
2025-03,Digital/Influence,Opex - IT,12092.02,12280.0,-187.98,-0.015308,F,False,,,
2025-04,Digital/Influence,Opex - IT,11944.02,12300.0,-355.98,-0.028941,F,False,,,
2025-05,Digital/Influence,Opex - IT,13451.28,12320.0,1131.28,0.091825,U,False,,,
2025-06,Digital/Influence,Opex - IT,12089.87,12340.0,-250.13,-0.02027,F,False,,,
2025-07,Digital/Influence,Opex - IT,12910.3,12360.0,550.3,0.044523,U,False,,,
2025-08,Digital/Influence,Opex - IT,11147.48,12380.0,-1232.52,-0.099557,F,False,,,
2025-09,Digital/Influence,Opex - IT,13133.5,12400.0,733.5,0.059153,U,False,,,
2025-10,Digital/Influence,Opex - IT,12680.36,12420.0,260.36,0.020963,U,False,,,
2025-11,Digital/Influence,Opex - IT,12801.71,12440.0,361.71,0.029076,U,False,,,
2025-12,Digital/Influence,Opex - IT,11287.15,12460.0,-1172.85,-0.094129,F,False,,,
2026-01,Digital/Influence,Opex - IT,10830.88,12480.0,-1649.12,-0.132141,F,False,,,
2026-02,Digital/Influence,Opex - IT,13015.41,12500.0,515.41,0.041233,U,False,,,
2026-03,Digital/Influence,Opex - IT,12968.82,12520.0,448.82,0.035848,U,False,,,
2026-04,Digital/Influence,Opex - IT,11730.82,12540.0,-809.18,-0.064528,F,False,,,
2026-05,Digital/Influence,Opex - IT,12592.26,12560.0,32.26,0.002568,U,False,,,
2026-06,Digital/Influence,Opex - IT,11532.75,12580.0,-1047.25,-0.083247,F,False,,,
2024-01,Digital/Influence,Opex - Marketing,4145.9,4550.0,-404.1,-0.088813,F,False,,,
2024-02,Digital/Influence,Opex - Marketing,4923.11,4700.0,223.11,0.04747,U,False,,,
2024-03,Digital/Influence,Opex - Marketing,4532.67,4850.0,-317.33,-0.065429,F,False,,,
2024-04,Digital/Influence,Opex - Marketing,4453.34,5225.0,-771.66,-0.147686,F,False,,,
2024-05,Digital/Influence,Opex - Marketing,6423.67,5375.0,1048.67,0.195101,U,False,,,
2024-06,Digital/Influence,Opex - Marketing,5286.29,5300.0,-13.71,-0.002587,F,False,,,
2024-07,Digital/Influence,Opex - Marketing,4635.0,4775.0,-140.0,-0.029319,F,False,,,
2024-08,Digital/Influence,Opex - Marketing,4481.54,4400.0,81.54,0.018532,U,False,,,
2024-09,Digital/Influence,Opex - Marketing,5034.87,4925.0,109.87,0.022309,U,False,,,
2024-10,Digital/Influence,Opex - Marketing,5528.06,5300.0,228.06,0.04303,U,False,,,
2024-11,Digital/Influence,Opex - Marketing,5281.77,5450.0,-168.23,-0.030868,F,False,,,
2024-12,Digital/Influence,Opex - Marketing,5611.02,5150.0,461.02,0.089518,U,False,,,
2025-01,Digital/Influence,Opex - Marketing,4295.39,4550.0,-254.61,-0.055958,F,False,,,
2025-02,Digital/Influence,Opex - Marketing,4861.98,4700.0,161.98,0.034464,U,False,,,
2025-03,Digital/Influence,Opex - Marketing,5497.86,4850.0,647.86,0.133579,U,False,,,
2025-04,Digital/Influence,Opex - Marketing,6042.57,5225.0,817.57,0.156473,U,False,,,
2025-05,Digital/Influence,Opex - Marketing,5085.41,5375.0,-289.59,-0.053877,F,False,,,
2025-06,Digital/Influence,Opex - Marketing,5205.01,5300.0,-94.99,-0.017923,F,False,,,
2025-07,Digital/Influence,Opex - Marketing,4958.86,4775.0,183.86,0.038505,U,False,,,
2025-08,Digital/Influence,Opex - Marketing,3945.8,4400.0,-454.2,-0.103227,F,False,,,
2025-09,Digital/Influence,Opex - Marketing,5368.34,4925.0,443.34,0.090018,U,False,,,
2025-10,Digital/Influence,Opex - Marketing,5263.97,5300.0,-36.03,-0.006798,F,False,,,
2025-11,Digital/Influence,Opex - Marketing,5312.38,5450.0,-137.62,-0.025251,F,False,,,
2025-12,Digital/Influence,Opex - Marketing,6178.61,5150.0,1028.61,0.19973,U,False,,,
2026-01,Digital/Influence,Opex - Marketing,5378.69,4550.0,828.69,0.18213,U,False,,,
2026-02,Digital/Influence,Opex - Marketing,3865.77,4700.0,-834.23,-0.177496,F,False,,,
2026-03,Digital/Influence,Opex - Marketing,5220.02,4850.0,370.02,0.076293,U,False,,,
2026-04,Digital/Influence,Opex - Marketing,5458.2,5225.0,233.2,0.044632,U,False,,,
2026-05,Digital/Influence,Opex - Marketing,5138.15,5375.0,-236.85,-0.044065,F,False,,,
2026-06,Digital/Influence,Opex - Marketing,6022.2,5300.0,722.2,0.136264,U,False,,,
2024-01,Digital/Influence,Opex - Travel,3101.08,3640.0,-538.92,-0.148055,F,False,,,
2024-02,Digital/Influence,Opex - Travel,3368.76,3760.0,-391.24,-0.104053,F,False,,,
2024-03,Digital/Influence,Opex - Travel,3464.94,3880.0,-415.06,-0.106974,F,False,,,
2024-04,Digital/Influence,Opex - Travel,4036.72,4180.0,-143.28,-0.034278,F,False,,,
2024-05,Digital/Influence,Opex - Travel,4449.97,4300.0,149.97,0.034877,U,False,,,
2024-06,Digital/Influence,Opex - Travel,4381.22,4240.0,141.22,0.033307,U,False,,,
2024-07,Digital/Influence,Opex - Travel,3644.79,3820.0,-175.21,-0.045866,F,False,,,
2024-08,Digital/Influence,Opex - Travel,3419.9,3520.0,-100.1,-0.028437,F,False,,,
2024-09,Digital/Influence,Opex - Travel,4963.48,3940.0,1023.48,0.259766,U,False,,,
2024-10,Digital/Influence,Opex - Travel,3909.5,4240.0,-330.5,-0.077948,F,False,,,
2024-11,Digital/Influence,Opex - Travel,4557.93,4360.0,197.93,0.045397,U,False,,,
2024-12,Digital/Influence,Opex - Travel,4681.91,4120.0,561.91,0.136386,U,False,,,
2025-01,Digital/Influence,Opex - Travel,3798.3,3640.0,158.3,0.043489,U,False,,,
2025-02,Digital/Influence,Opex - Travel,4057.34,3760.0,297.34,0.07908,U,False,,,
2025-03,Digital/Influence,Opex - Travel,3535.57,3880.0,-344.43,-0.088771,F,False,,,
2025-04,Digital/Influence,Opex - Travel,4287.94,4180.0,107.94,0.025823,U,False,,,
2025-05,Digital/Influence,Opex - Travel,4574.11,4300.0,274.11,0.063747,U,False,,,
2025-06,Digital/Influence,Opex - Travel,4345.01,4240.0,105.01,0.024767,U,False,,,
2025-07,Digital/Influence,Opex - Travel,4073.14,3820.0,253.14,0.066267,U,False,,,
2025-08,Digital/Influence,Opex - Travel,3254.76,3520.0,-265.24,-0.075352,F,False,,,
2025-09,Digital/Influence,Opex - Travel,3638.38,3940.0,-301.62,-0.076553,F,False,,,
2025-10,Digital/Influence,Opex - Travel,3625.99,4240.0,-614.01,-0.144814,F,False,,,
2025-11,Digital/Influence,Opex - Travel,4904.11,4360.0,544.11,0.124796,U,False,,,
2025-12,Digital/Influence,Opex - Travel,4414.33,4120.0,294.33,0.071439,U,False,,,
2026-01,Digital/Influence,Opex - Travel,3730.65,3640.0,90.65,0.024904,U,False,,,
2026-02,Digital/Influence,Opex - Travel,3850.86,3760.0,90.86,0.024165,U,False,,,
2026-03,Digital/Influence,Opex - Travel,4089.96,3880.0,209.96,0.054113,U,False,,,
2026-04,Digital/Influence,Opex - Travel,3584.88,4180.0,-595.12,-0.142373,F,False,,,
2026-05,Digital/Influence,Opex - Travel,4924.01,4300.0,624.01,0.145119,U,False,,,
2026-06,Digital/Influence,Opex - Travel,4065.47,4240.0,-174.53,-0.041163,F,False,,,
2024-01,Digital/Influence,Payroll,237146.88,240000.0,-2853.12,-0.011888,F,False,,,
2024-02,Digital/Influence,Payroll,242482.13,240591.9,1890.23,0.007857,U,False,,,
2024-03,Digital/Influence,Payroll,238609.89,241185.27,-2575.38,-0.010678,F,False,,,
2024-04,Digital/Influence,Payroll,248166.29,241780.1,6386.19,0.026413,U,False,,,
2024-05,Digital/Influence,Payroll,241740.7,242376.39,-635.69,-0.002623,F,False,,,
2024-06,Digital/Influence,Payroll,238864.68,242974.16,-4109.48,-0.016913,F,False,,,
2024-07,Digital/Influence,Payroll,238130.1,243573.4,-5443.3,-0.022348,F,False,,,
2024-08,Digital/Influence,Payroll,242186.16,244174.12,-1987.96,-0.008142,F,False,,,
2024-09,Digital/Influence,Payroll,244807.35,244776.31,31.04,0.000127,U,False,,,
